sid,cid,sidsrcname,sidextid,subssynonym,sidmdate,depdate,depcatg,annotation,smiles
363906727,3025967,Chemical Carcinogenesis Research Information System (CCRIS),220168-52-5,N-[(4-CYANOBENZOYL)OXY]-N-(PHENYLMETHOXY)BENZAMIDE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C(C=C1)CON(C(=O)C2=CC=CC=C2)OC(=O)C3=CC=C(C=C3)C#N
363906728,3025963,Chemical Carcinogenesis Research Information System (CCRIS),220168-41-2,220168-41-2,20210804,20180514,Governmental Organizations|Legacy Depositors,,COC1=CC=C(C=C1)C(=O)ON(C(=O)C2=CC=CC=C2)OCC3=CC=CC=C3
363906729,3025964,Chemical Carcinogenesis Research Information System (CCRIS),220168-43-4,N-[(4-METHYLBENZOYL)OXY]-N-(PHENYLMETHOXY)BENZAMIDE,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=CC=C(C=C1)C(=O)ON(C(=O)C2=CC=CC=C2)OCC3=CC=CC=C3
363906730,3025969,Chemical Carcinogenesis Research Information System (CCRIS),220168-56-9,220168-56-9,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(C)(C)C1=CC=C(C=C1)C(=O)ON(C(=O)C2=CC=CC=C2)OCC3=CC=CC=C3
363906731,3025965,Chemical Carcinogenesis Research Information System (CCRIS),220168-45-6,N-[(4-CHLOROBENZOYL]OXY]-N-(PHENYLMETHOXY)BENZAMIDE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C(C=C1)CON(C(=O)C2=CC=CC=C2)OC(=O)C3=CC=C(C=C3)Cl
363906732,3025966,Chemical Carcinogenesis Research Information System (CCRIS),220168-47-8,N-[(4-FORMYLBENZOYL)OXY]-N-(PHENYLMETHOXY)BENZAMIDE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C(C=C1)CON(C(=O)C2=CC=CC=C2)OC(=O)C3=CC=C(C=C3)C=O
363906733,3025968,Chemical Carcinogenesis Research Information System (CCRIS),220168-55-8,N-[(4-NITROBENZOYL)OXY]-N-(PHENYLMETHOXY)BENZAMIDE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C(C=C1)CON(C(=O)C2=CC=CC=C2)OC(=O)C3=CC=C(C=C3)[N+](=O)[O-]
363906734,3025988,Chemical Carcinogenesis Research Information System (CCRIS),357204-48-9,357204-48-9,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C(C=C1)CON(C(=O)C2=CC=CC=C2)OC(=O)C3=CC(=CC=C3)[N+](=O)[O-]
363906735,3025989,Chemical Carcinogenesis Research Information System (CCRIS),357204-49-0,357204-49-0,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=CC(=CC=C1)C(=O)ON(C(=O)C2=CC=CC=C2)OCC3=CC=CC=C3
363906736,24834246,Chemical Carcinogenesis Research Information System (CCRIS),244775-76-6,N-(Acetyloxy)-N-propoxybenzamide,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCCOC1=CC=CC=C1C(=O)NOC(=O)C
363906737,3025738,Chemical Carcinogenesis Research Information System (CCRIS),139259-64-6,139259-64-6,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(C)ON(C(=O)C1=CC=CC=C1)OC(=O)C
363906738,24840408,Chemical Carcinogenesis Research Information System (CCRIS),357204-50-3,N-(Acetyloxy)-N-butoxy-2-naphthalenecarboxamide,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCCCOC1=C(C=CC2=CC=CC=C21)C(=O)NOC(=O)C
363906739,6440222,Chemical Carcinogenesis Research Information System (CCRIS),8/1/7314,trans-4'-Methyl-4-aminostilbene,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=CC=C(C=C1)/C=C/C2=CC=C(C=C2)N
363906740,24834426,Chemical Carcinogenesis Research Information System (CCRIS),345667-57-4,trans-4'-Ethyl-4-aminostilbene,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCC1=CC=C(C=C1)/C=C/C2=CC=C(C=C2)N
363906741,24834428,Chemical Carcinogenesis Research Information System (CCRIS),345667-58-5,trans-4'-Isopropyl-4-aminostilbene,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(C)C1=CC=C(C=C1)/C=C/C2=CC=C(C=C2)N
363906742,24834429,Chemical Carcinogenesis Research Information System (CCRIS),345667-59-6,trans-4'-sec-Butyl-4-aminostilbene,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCC(C)C1=CC=C(C=C1)/C=C/C2=CC=C(C=C2)N
363906743,24834664,Chemical Carcinogenesis Research Information System (CCRIS),345667-61-0,trans-4'-isopropyl-4-nitrostilbene,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(C)C1=CC=C(C=C1)/C=C/C2=CC=C(C=C2)[N+](=O)[O-]
363906744,24834666,Chemical Carcinogenesis Research Information System (CCRIS),345667-62-1,trans-4'-sec-butyl-4-nitrostilbene,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCC(C)C1=CC=C(C=C1)/C=C/C2=CC=C(C=C2)[N+](=O)[O-]
363906745,44154829,Chemical Carcinogenesis Research Information System (CCRIS),74518-99-3,trans-4'-tert-Butyl-4-aminostilbene,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(C)(C)C1=CC=C(C=C1)/C=C/C2=CC=C(C=C2)N
363906746,24834615,Chemical Carcinogenesis Research Information System (CCRIS),345667-60-9,trans-4'-ethyl-4-nitrostilbene,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCC1=CC=C(C=C1)/C=C/C2=CC=C(C=C2)[N+](=O)[O-]
363906747,3036730,Chemical Carcinogenesis Research Information System (CCRIS),161708-24-3,(2E)-2-Chloro-3-methyl-2-butenedioic acid,20210804,20180514,Governmental Organizations|Legacy Depositors,,C/C(=C(/C(=O)O)\Cl)/C(=O)O
363906748,31170,Chemical Carcinogenesis Research Information System (CCRIS),22398-80-7,INDIUM PHOSPHIDE,20210804,20180514,Governmental Organizations|Legacy Depositors,,P#[In]
363906749,62462,Chemical Carcinogenesis Research Information System (CCRIS),2758-42-1,2758-42-1,20210804,20180514,Governmental Organizations|Legacy Depositors,,CNC.C1=CC(=C(C=C1Cl)Cl)OCCCC(=O)O
363906750,101644674,Chemical Carcinogenesis Research Information System (CCRIS),119212-33-8,"2,3,5-tris(glutathion-s-yl)hydroquinone",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=C(C(=C(C(=C1SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N)O)SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N)SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N)O
363906751,67174,Chemical Carcinogenesis Research Information System (CCRIS),126-00-1,"4,4-Bis(4-hydroxyphenyl)pentanoic acid",20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(CCC(=O)O)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O
363906752,2776282,Chemical Carcinogenesis Research Information System (CCRIS),3825-26-1,3825-26-1,20210804,20180514,Governmental Organizations|Legacy Depositors,,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-].[NH4+]
363906753,18827,Chemical Carcinogenesis Research Information System (CCRIS),3391-86-4,1-OCTEN-3-OL,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCCCCC(C=C)O
363906754,8723,Chemical Carcinogenesis Research Information System (CCRIS),137-32-6,2-METHYL-1-BUTANOL,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCC(C)CO
363906755,31260,Chemical Carcinogenesis Research Information System (CCRIS),123-51-3,3-Methyl-1-butanol,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(C)CCO
363906756,19602,Chemical Carcinogenesis Research Information System (CCRIS),3777-69-3,2-PENTYLFURAN,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCCCCC1=CC=CO1
363906757,246728,Chemical Carcinogenesis Research Information System (CCRIS),106-68-3,3-Octanone,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCCCCC(=O)CC
363906758,8051,Chemical Carcinogenesis Research Information System (CCRIS),110-43-0,2-HEPTANONE,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCCCCC(=O)C
363906759,11583,Chemical Carcinogenesis Research Information System (CCRIS),591-78-6,2-HEXANONE,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCCCC(=O)C
363906760,8991,Chemical Carcinogenesis Research Information System (CCRIS),148-53-8,2-Hydroxy-3-methoxybenzaldehyde,20210804,20180514,Governmental Organizations|Legacy Depositors,,COC1=CC=CC(=C1O)C=O
363906761,135,Chemical Carcinogenesis Research Information System (CCRIS),99-96-7,4-HYDROXYBENZOIC ACID,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=CC=C1C(=O)O)O
363906762,6625,Chemical Carcinogenesis Research Information System (CCRIS),80-07-9,"4,4'-DICHLORODIPHENYL SULFONE",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=CC=C1S(=O)(=O)C2=CC=C(C=C2)Cl)Cl
363906763,6862,Chemical Carcinogenesis Research Information System (CCRIS),86-87-3,1-NAPHTHALENEACETIC ACID,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C=CC=C2CC(=O)O
363906764,78168,Chemical Carcinogenesis Research Information System (CCRIS),4433-40-3,5-(Hydroxymethyl)uracil,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=C(C(=O)NC(=O)N1)CO
363906765,70951,Chemical Carcinogenesis Research Information System (CCRIS),1195-08-0,5-Formyluracil,20190211,20180514,Governmental Organizations|Legacy Depositors,,C1=C(C(=O)NC(=O)N1)C=O
363906766,188967,Chemical Carcinogenesis Research Information System (CCRIS),3180-21-0,5-Formyluridine,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C=O
363906767,3025983,Chemical Carcinogenesis Research Information System (CCRIS),339152-94-2,"3-Chloro-4-(dichloromethyl)-1H-pyrrole-2,5-dione",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1(=C(C(=O)NC1=O)Cl)C(Cl)Cl
363906768,3025984,Chemical Carcinogenesis Research Information System (CCRIS),339152-95-3,"3-Chloro-4-(chloromethyl)-1H-pyrrole-2,5-dione",20210804,20180514,Governmental Organizations|Legacy Depositors,,C(C1=C(C(=O)NC1=O)Cl)Cl
363906769,3017950,Chemical Carcinogenesis Research Information System (CCRIS),69636-50-6,"3-Chloro-4-methyl-1H-pyrrole-2,5-dione",20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=C(C(=O)NC1=O)Cl
363906770,3025985,Chemical Carcinogenesis Research Information System (CCRIS),339152-96-4,"3-(Bromomethyl)-4-chloro-1H-pyrrole-2,5-dione",20210804,20180514,Governmental Organizations|Legacy Depositors,,C(C1=C(C(=O)NC1=O)Cl)Br
363906771,3902,Chemical Carcinogenesis Research Information System (CCRIS),112809-51-5,letrozole,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3
363906772,59693,Chemical Carcinogenesis Research Information System (CCRIS),102676-47-1,102676-47-1,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1CC(N2C=NC=C2C1)C3=CC=C(C=C3)C#N
363906773,,Chemical Carcinogenesis Research Information System (CCRIS),76186-86-2,"(1R,2R)-REL-1,2-DIHYDRODIBENZ[C,H]ACRIDINE-1,2-DIOL",20180514,20180514,Governmental Organizations|Legacy Depositors,,Nan
363906774,151986,Chemical Carcinogenesis Research Information System (CCRIS),93781-05-6,93781-05-6,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1CC2=C([C@@H]3[C@H]1O3)C4=C(C=C2)C=C5C=CC6=CC=CC=C6C5=N4
363906775,151985,Chemical Carcinogenesis Research Information System (CCRIS),93781-04-5,93781-04-5,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1CC2=C([C@H]3[C@@H]1O3)C4=C(C=C2)C=C5C=CC6=CC=CC=C6C5=N4
363906776,,Chemical Carcinogenesis Research Information System (CCRIS),76186-89-5,"1A,12,13,13A-TETRAHYDROBENZ[C]OXIRENO[3,4]BENZ[1,2-H]ACRIDINE",20180514,20180514,Governmental Organizations|Legacy Depositors,,Nan
363906777,,Chemical Carcinogenesis Research Information System (CCRIS),93716-21-3,"(5R,6R)-REL-5,6-DIHYRODIBENZ[C,H]ACRIDINE-5,6-DIOL",20180514,20180514,Governmental Organizations|Legacy Depositors,,Nan
363906778,,Chemical Carcinogenesis Research Information System (CCRIS),76186-82-8,"3,4-DIHYDRODIBENZ[C,H]ACRIDINE",20180514,20180514,Governmental Organizations|Legacy Depositors,,C1CC2=C(C=C1)C3=C(C=C2)C=C4C=CC5=CC=CC=C5C4=N3
363906779,12628781,Chemical Carcinogenesis Research Information System (CCRIS),93780-91-7,93780-91-7,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C=CC3=CC4=C(C5=C(C=C4)[C@H]([C@@H](C=C5)O)O)N=C32
363906780,180266,Chemical Carcinogenesis Research Information System (CCRIS),124508-39-0,124508-39-0,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1CC2=C(C=CC3=C2N=C4C(=C3)C=CC5=CC=CC=C54)[C@@H]([C@H]1O)O
363906781,,Chemical Carcinogenesis Research Information System (CCRIS),93780-92-8,"(3S,4S)-3,4-DIHYDRODIBENZ[C,H]ACRIDINE-3,4-DIOL",20180514,20180514,Governmental Organizations|Legacy Depositors,,Nan
363906782,84029,Chemical Carcinogenesis Research Information System (CCRIS),81103-11-9,clarithromycin,20190211,20180514,Governmental Organizations|Legacy Depositors,,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O
363906783,,Chemical Carcinogenesis Research Information System (CCRIS),321992-60-3,Padomin,20180514,20180514,Governmental Organizations|Legacy Depositors,,Nan
363906784,1550607,Chemical Carcinogenesis Research Information System (CCRIS),495-02-3,Auraptene,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(=CCC/C(=C/COC1=CC2=C(C=C1)C=CC(=O)O2)/C)C
363906785,160166,Chemical Carcinogenesis Research Information System (CCRIS),28718-90-3,28718-90-3,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=CC=C1C2=CC3=C(N2)C=C(C=C3)C(=N)N)C(=N)N.Cl.Cl
363906786,,Chemical Carcinogenesis Research Information System (CCRIS),122129-93-5,2-(3'-Oxo-1'-propenyl)malondialdehyde,20180514,20180514,Governmental Organizations|Legacy Depositors,,Nan
363906787,,Chemical Carcinogenesis Research Information System (CCRIS),122129-97-9,"2,4-Dihydroxymethylene-3-(2,2-dimethoxyethyl)glutaraldehyde",20180514,20180514,Governmental Organizations|Legacy Depositors,,Nan
363906788,6435110,Chemical Carcinogenesis Research Information System (CCRIS),70288-86-7,IVERMECTIN,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC[C@H](C)[C@@H]1[C@H](CC[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C
363906789,11333810,Chemical Carcinogenesis Research Information System (CCRIS),23633-07-0,23633-07-0,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=CC=C1CC(C(=O)O)N)Cl.Cl
363906790,26532,Chemical Carcinogenesis Research Information System (CCRIS),23434-96-0,23434-96-0,20210804,20180514,Governmental Organizations|Legacy Depositors,,COC(=O)C(CC1=CC=C(C=C1)Cl)N
363906791,,Chemical Carcinogenesis Research Information System (CCRIS),444084-39-3,"PHENYLALANINE,4-CHLORO-N-[(1-METHYLPROPOXY)CARBONYL]-, MONOSODIUM SALT",20180514,20180514,Governmental Organizations|Legacy Depositors,,Nan
363906792,23676093,Chemical Carcinogenesis Research Information System (CCRIS),55327-77-0,55327-77-0,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C(C=C1)CC(=O)NC(CC2=CC=C(C=C2)Cl)C(=O)[O-].[Na+]
363906793,23706602,Chemical Carcinogenesis Research Information System (CCRIS),55327-80-5,55327-80-5,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C(C=C1)COC(=O)N[C@@H](CC2=CC=C(C=C2)Cl)C(=O)[O-].[Na+]
363906794,,Chemical Carcinogenesis Research Information System (CCRIS),444084-40-6,"PHENYLALANINE,4-CHLORO-N-[4-NITROPHENYL)ACETYL]-, MONOSODIUM SALT",20180514,20180514,Governmental Organizations|Legacy Depositors,,Nan
363906795,,Chemical Carcinogenesis Research Information System (CCRIS),444084-41-7,"PHENYLALANINE,4-CHLORO-N-[4-NITROPHENOXY)ACETYL]-, MONOSODIUM SALT",20180514,20180514,Governmental Organizations|Legacy Depositors,,Nan
363906796,3025994,Chemical Carcinogenesis Research Information System (CCRIS),389104-53-4,1-Ethyl-2-aminonaphthalene,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCC1=C(C=CC2=CC=CC=C21)N
363906797,3025995,Chemical Carcinogenesis Research Information System (CCRIS),389104-54-5,1-Isopropyl-2-aminonaphthalene,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(C)C1=C(C=CC2=CC=CC=C21)N
363906798,12414089,Chemical Carcinogenesis Research Information System (CCRIS),67219-70-9,1-(n)Butyl-2-aminonaphthalene,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCCCC1=C(C=CC2=CC=CC=C21)N
363906799,,Chemical Carcinogenesis Research Information System (CCRIS),389104-55-6,1-(tert)Butyl-2-aminonaphthalene,20180514,20180514,Governmental Organizations|Legacy Depositors,,CC(C)(C)C1=C(C=CC2=CC=CC=C21)N
363906800,,Chemical Carcinogenesis Research Information System (CCRIS),389104-56-7,1-Ethyl-2-aminofluorene,20180514,20180514,Governmental Organizations|Legacy Depositors,,CCC1=C(C=CC2=C1CC3=CC=CC=C32)N
363906801,,Chemical Carcinogenesis Research Information System (CCRIS),389104-57-8,1-Isopropyl-2-aminofluorene,20180514,20180514,Governmental Organizations|Legacy Depositors,,CC(C)C1=C(C=CC2=C1CC3=CC=CC=C32)N
363906802,,Chemical Carcinogenesis Research Information System (CCRIS),389104-58-9,1-(n)Butyl-2-aminofluorene,20180514,20180514,Governmental Organizations|Legacy Depositors,,CCCCC1=C(C=CC2=C1CC3=CC=CC=C32)N
363906803,,Chemical Carcinogenesis Research Information System (CCRIS),389104-59-0,1-(tert)Butyl-2-aminofluorene,20180514,20180514,Governmental Organizations|Legacy Depositors,,CC(C)(C)C1=C(C=CC2=C1CC3=CC=CC=C32)N
363906804,3025996,Chemical Carcinogenesis Research Information System (CCRIS),389104-60-3,3-Ethyl-4-aminobiphenyl,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCC1=C(C=CC(=C1)C2=CC=CC=C2)N
363906805,3025700,Chemical Carcinogenesis Research Information System (CCRIS),127502-69-6,3-Isopropyl-4-aminobiphenyl,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(C)C1=C(C=CC(=C1)C2=CC=CC=C2)N
363906806,,Chemical Carcinogenesis Research Information System (CCRIS),389104-61-4,3-(N)BYTYL-4-AMINOBIPHENYL,20180514,20180514,Governmental Organizations|Legacy Depositors,,Nan
363906807,,Chemical Carcinogenesis Research Information System (CCRIS),275795-17-0,3-(tert)Butyl-4-aminobiphenyl,20180514,20180514,Governmental Organizations|Legacy Depositors,,CC(C)(C)C1=C(C=CC(=C1)C2=CC=CC=C2)N
363906808,148711,Chemical Carcinogenesis Research Information System (CCRIS),54810-82-1,54810-82-1,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=CC(=CC(=C1N)C)C2=CC=CC=C2
363906809,3025982,Chemical Carcinogenesis Research Information System (CCRIS),314084-63-4,"3,5-Diethyl-4-aminobiphenyl",20210804,20180514,Governmental Organizations|Legacy Depositors,,CCC1=CC(=CC(=C1N)CC)C2=CC=CC=C2
363906810,3025997,Chemical Carcinogenesis Research Information System (CCRIS),389104-62-5,"3,5-Diisopropyl-4-aminobiphenyl",20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(C)C1=CC(=CC(=C1N)C(C)C)C2=CC=CC=C2
363906811,63090,Chemical Carcinogenesis Research Information System (CCRIS),57465-28-8,"3,4,5,3',4'-Pentachlorobiphenyl",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=C(C=C1C2=CC(=C(C(=C2)Cl)Cl)Cl)Cl)Cl
363906812,8199,Chemical Carcinogenesis Research Information System (CCRIS),112-59-4,Diethylene glycol monohexyl ether,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCCCCCOCCOCCO
363906813,2391,Chemical Carcinogenesis Research Information System (CCRIS),603-50-9,bisacodyl,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3
363906814,,Chemical Carcinogenesis Research Information System (CCRIS),407629-67-8,Bioginseng,20180514,20180514,Governmental Organizations|Legacy Depositors,,Nan
363906815,,Chemical Carcinogenesis Research Information System (CCRIS),407629-47-4,Panaxel,20180514,20180514,Governmental Organizations|Legacy Depositors,,Nan
363906816,60796,Chemical Carcinogenesis Research Information System (CCRIS),118949-22-7,Vorozole,20210804,20180514,Governmental Organizations|Legacy Depositors,,CN1C2=C(C=CC(=C2)C(C3=CC=C(C=C3)Cl)N4C=NC=N4)N=N1
363906817,7010502,Chemical Carcinogenesis Research Information System (CCRIS),45234-02-4,Peptide vilon,20210804,20180514,Governmental Organizations|Legacy Depositors,,C(CCN)C[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)O)N
363906818,,Chemical Carcinogenesis Research Information System (CCRIS),37319-17-8,Elmiron,20180514,20180514,Governmental Organizations|Legacy Depositors,,Nan
363906819,18948,Chemical Carcinogenesis Research Information System (CCRIS),3458-22-8,3458-22-8,20210804,20180514,Governmental Organizations|Legacy Depositors,,CS(=O)(=O)OCCCNCCCOS(=O)(=O)C.Cl
363906820,22833490,Chemical Carcinogenesis Research Information System (CCRIS),108171-27-3,"Chlorinated paraffins (C23, 43% chlorine)",20210804,20180514,Governmental Organizations|Legacy Depositors,,Nan
363906821,3032390,Chemical Carcinogenesis Research Information System (CCRIS),1320-67-8,Propylene glycol monomethyl ether,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(COC)O
363906822,54738,Chemical Carcinogenesis Research Information System (CCRIS),81334-34-1,Imazapyr,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(C)C1(C(=O)NC(=N1)C2=C(C=CC=N2)C(=O)O)C
363906823,,Chemical Carcinogenesis Research Information System (CCRIS),192948-84-8,JMAC TD,20180514,20180514,Governmental Organizations|Legacy Depositors,,Nan
363906824,25091978,Chemical Carcinogenesis Research Information System (CCRIS),366491-01-2,366491-01-2,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCCCCCCCOC[N+](C)(C)CC1=CC=CC=C1.[Cl-]
363906825,25087132,Chemical Carcinogenesis Research Information System (CCRIS),13501-52-5,13501-52-5,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCCCCCCCCCOC[N+](C)(C)CC1=CC=CC=C1.[Cl-]
363906826,25092569,Chemical Carcinogenesis Research Information System (CCRIS),100338-39-4,100338-39-4,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCCCCCCCCCCCOC[N+](C)(C)CC1=CC=CC=C1.[Cl-]
363906827,3025991,Chemical Carcinogenesis Research Information System (CCRIS),366491-03-4,366491-03-4,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCCCCCCCCCOC[N+](C)(C)CCCCCCCC.[Cl-]
363906828,,Chemical Carcinogenesis Research Information System (CCRIS),366491-04-5,"N-[(DECYLOXY)METHYL]-N,N-DIMETHYL-1-DODECANAMINIUM CHLORIDE",20180514,20180514,Governmental Organizations|Legacy Depositors,,Nan
363906829,3025992,Chemical Carcinogenesis Research Information System (CCRIS),366491-05-6,366491-05-6,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCC.[Cl-]
363906830,3025993,Chemical Carcinogenesis Research Information System (CCRIS),366491-06-7,366491-06-7,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCC.[Cl-]
363906831,16949,Chemical Carcinogenesis Research Information System (CCRIS),2386-87-0,2386-87-0,20190211,20180514,Governmental Organizations|Legacy Depositors,,C1CC2C(O2)CC1COC(=O)C3CCC4C(C3)O4
363906832,,Chemical Carcinogenesis Research Information System (CCRIS),103946-55-0,"4,4'-[OXYBIS(METHYLENE)]BIS[7-OXABICYCLO[4.1.0]HEPTANE]",20180514,20180514,Governmental Organizations|Legacy Depositors,,Nan
363906833,,Chemical Carcinogenesis Research Information System (CCRIS),18715-54-3,"1,4-PHENYLENEBIS[DIMETHYL[3-(OXIRANYLMETHOXY)PROPYL]SILANE]",20180514,20180514,Governmental Organizations|Legacy Depositors,,Nan
363906834,11158,Chemical Carcinogenesis Research Information System (CCRIS),556-18-3,"Benzaldehyde, 4-amino-",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=CC=C1C=O)N
363906835,8119,Chemical Carcinogenesis Research Information System (CCRIS),111-49-9,Hexahydroazepine,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1CCCNCC1
363906836,12661,Chemical Carcinogenesis Research Information System (CCRIS),674-82-8,Diketene,20190211,20180514,Governmental Organizations|Legacy Depositors,,C=C1CC(=O)O1
363906837,62646,Chemical Carcinogenesis Research Information System (CCRIS),7/9/7705,TITANIUM TRICHLORIDE,20210804,20180514,Governmental Organizations|Legacy Depositors,,Cl[Ti](Cl)Cl
363906838,62647,Chemical Carcinogenesis Research Information System (CCRIS),7718-98-1,Vanadium chloride (VCl3),20210804,20180514,Governmental Organizations|Legacy Depositors,,Cl[V](Cl)Cl
363906839,16204493,Chemical Carcinogenesis Research Information System (CCRIS),12007-89-5,AMMONIUM PENTABORATE,20210804,20180514,Governmental Organizations|Legacy Depositors,,Nan
363906840,22959485,Chemical Carcinogenesis Research Information System (CCRIS),16940-66-2,sodium borohydride,20210804,20180514,Governmental Organizations|Legacy Depositors,,[BH4-].[Na+]
363906841,516899,Chemical Carcinogenesis Research Information System (CCRIS),7/3/7791,SODIUM PERCHLORATE,20210804,20180514,Governmental Organizations|Legacy Depositors,,[O-]Cl(=O)(=O)=O.[Na+]
363906842,44144471,Chemical Carcinogenesis Research Information System (CCRIS),10196-18-6,"Zinc(II) nitrate, hexahydrate (1:2:6)",20210804,20180514,Governmental Organizations|Legacy Depositors,,[N+](=O)(O)[O-].[N+](=O)(O)[O-].O.O.O.O.O.O.[Zn]
363906843,16211516,Chemical Carcinogenesis Research Information System (CCRIS),1313-84-4,"SODIUM SULFIDE, NONAHYDRATE",20210804,20180514,Governmental Organizations|Legacy Depositors,,O.O.O.O.O.O.O.O.O.[Na+].[Na+].[SH-]
363906844,11729,Chemical Carcinogenesis Research Information System (CCRIS),598-72-1,2-BROMOPROPIONIC ACID,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(C(=O)O)Br
